yyh_imei_app.imei_match,yyh_imei_app.idfa_imei
861599031901654,8.61599E+14
861599035336915,8.61599E+14
861600038121294,8.616E+14
861602037566214,8.61602E+14
861617039484604,8.61617E+14
861730038302154,8.6173E+14
861730039293790,8.6173E+14
861742033329685,8.61742E+14
861916032397510,8.61916E+14
861916035410278,8.61916E+14
861916039562173,8.61916E+14
862017036944719,8.62017E+14
862021034906712,8.62021E+14
862096031474773,8.62096E+14
862183030558390,8.62183E+14
862183033110579,8.62183E+14
862183033713778,8.62183E+14
862238033459945,8.62238E+14
862244038687654,8.62244E+14
862466033435926,8.62466E+14
862467032665273,8.62467E+14
862468032579878,8.62468E+14
862604032532794,8.62604E+14
862629036864380,8.62629E+14
862630030169511,8.6263E+14
862636036525317,8.62636E+14
862668031607626,8.62668E+14
862732031942233,8.62732E+14
862787030363617,8.62787E+14
862787031928772,8.62787E+14
862814036756113,8.62814E+14
862885030569124,8.62885E+14
862918032052276,8.62918E+14
862918033900309,8.62918E+14
351810082497154,3.5181E+14
352562078863555,3.52562E+14
353460084475366,3.5346E+14
35391007355737,3.5391E+13
354132071458072,3.54132E+14
355456061463910,3.55456E+14
355457082801013,3.55457E+14
357612080056212,3.57612E+14
358584058372468,3.58584E+14
358811070407554,3.58811E+14
358811070687031,3.58811E+14
358811071504870,3.58811E+14
358811073574723,3.58811E+14
359468079117301,3.59468E+14
860582038491763,8.60582E+14
860778031085830,8.60778E+14
860798036352944,8.60798E+14
860799037032808,8.60799E+14
860988030919182,8.60988E+14
861065032760952,8.61065E+14
861259035757475,8.61259E+14
861262037716036,8.61262E+14
861463039324478,8.61463E+14
861464030435693,8.61464E+14
861464031659135,8.61464E+14
861464037887912,8.61464E+14
861504037971313,8.61504E+14
861575032487851,8.61575E+14
861599031504052,8.61599E+14
861599031933830,8.61599E+14
861599033441014,8.61599E+14
861602036352574,8.61602E+14
861602039610598,8.61602E+14
861613037798285,8.61613E+14
861730039713235,8.6173E+14
861742034276134,8.61742E+14
862017030936034,8.62017E+14
862017039336970,8.62017E+14
862097030875432,8.62097E+14
862097035496119,8.62097E+14
862109013188863,8.62109E+14
862217038286131,8.62217E+14
862225030882765,8.62225E+14
862436031049813,8.62436E+14
862467030989691,8.62467E+14
862471039267315,8.62471E+14
862603039018831,8.62603E+14
862604035663711,8.62604E+14
862609036487531,8.62609E+14
862787031164014,8.62787E+14
862787034277193,8.62787E+14
862812030099415,8.62812E+14
862828031555254,8.62828E+14
862855037199878,8.62855E+14
863046034672591,8.63046E+14
352097090108416,3.52097E+14
353460084511186,3.5346E+14
353771075373398,3.53771E+14
353771075818178,3.53771E+14
35391007378346,3.5391E+13
354730085984528,3.5473E+14
354765086104411,3.54765E+14
355237080487340,3.55237E+14
355921060882501,3.55921E+14
358686070519982,3.58686E+14
358811078472188,3.58811E+14
359596068348980,3.59596E+14
860046032828594,8.60046E+14
860485032198584,8.60485E+14
860662030547884,8.60662E+14
860778033532193,8.60778E+14
860778037482551,8.60778E+14
861065030840749,8.61065E+14
861065032425838,8.61065E+14
861069034171168,8.61069E+14
861079032084016,8.61079E+14
861079037549039,8.61079E+14
861206030366620,8.61206E+14
861258034103152,8.61258E+14
861259037074838,8.61259E+14
861309034564172,8.61309E+14
861309037410779,8.61309E+14
861309038305838,8.61309E+14
861504039724835,8.61504E+14
861579039448304,8.61579E+14
861602039502670,8.61602E+14
861744030744917,8.61744E+14
861916036331093,8.61916E+14
862014031382557,8.62014E+14
862096034927090,8.62096E+14
862097038243351,8.62097E+14
862381033745218,8.62381E+14
862471030714091,8.62471E+14
862545032802721,8.62545E+14
862604039370016,8.62604E+14
862783032378851,8.62783E+14
862783039692734,8.62783E+14
862787039428197,8.62787E+14
862791037914026,8.62791E+14
862812035864417,8.62812E+14
862812038165119,8.62812E+14
862812038591116,8.62812E+14
862813034680598,8.62813E+14
862813035570418,8.62813E+14
862828033048076,8.62828E+14
862860033934856,8.6286E+14
862915037745680,8.62915E+14
862917030895355,8.62917E+14
862950039417533,8.6295E+14
867550037300593,NULL
868479028685219,8.68479E+14
352575074173423,3.52575E+14
353114082825680,3.53114E+14
353460080806085,3.5346E+14
355085080801162,3.55085E+14
355090082440738,3.5509E+14
357212074258088,3.57212E+14
358695075914114,3.58695E+14
358695079319120,3.58695E+14
359850054711127,3.5985E+14
860241038440318,8.60241E+14
860268037163534,8.60268E+14
860273031522115,8.60273E+14
861043039037419,8.61043E+14
861055030030623,8.61055E+14
861064030148302,8.61064E+14
861079032812135,8.61079E+14
861258038408094,8.61258E+14
861262036535999,8.61262E+14
861331037532154,8.61331E+14
861404033577653,8.61404E+14
861413033636039,8.61413E+14
861464037806193,8.61464E+14
861543039752438,8.61543E+14
861730034571919,8.6173E+14
861744031032890,8.61744E+14
861744035192633,8.61744E+14
861760030803347,8.6176E+14
861761030197201,8.61761E+14
861988032291894,8.61988E+14
862230031859036,8.6223E+14
862231036196515,8.62231E+14
862363032124280,8.62363E+14
862387039087067,8.62387E+14
862458032766195,8.62458E+14
862467036325130,8.62467E+14
862546035107407,8.62546E+14
862561030904237,8.62561E+14
862659036548402,8.62659E+14
862783037326814,8.62783E+14
862784030144519,8.62784E+14
862859036673081,8.62859E+14
862891030410400,8.62891E+14
862946038227014,8.62946E+14
353114082221302,3.53114E+14
353114085925313,3.53114E+14
355009076260985,3.55009E+14
355500061435426,3.555E+14
356001074045848,3.56001E+14
356156070530332,3.56156E+14
358182064309424,3.58182E+14
860191034161030,8.60191E+14
860286030163673,8.60286E+14
860443031234496,8.60443E+14
860443031433189,8.60443E+14
860485032607220,8.60485E+14
860750030367956,8.6075E+14
861065034473372,8.61065E+14
861259032454431,8.61259E+14
861262035991698,8.61262E+14
861305032002223,8.61305E+14
861331032706043,8.61331E+14
861353032878333,8.61353E+14
861404037181817,8.61404E+14
861414031979587,8.61414E+14
861414037291508,8.61414E+14
861530033788823,8.6153E+14
861602033588717,8.61602E+14
861744039147591,8.61744E+14
861839035693059,8.61839E+14
861874036912455,8.61874E+14
862021032226519,8.62021E+14
862217036778873,8.62217E+14
862231036002358,8.62231E+14
862341033656666,8.62341E+14
862458038451339,8.62458E+14
862504030722761,8.62504E+14
862526030245592,8.62526E+14
862526036638352,8.62526E+14
862537039573751,8.62537E+14
862552037537633,8.62552E+14
862604031176858,8.62604E+14
862630033994949,8.6263E+14
862660035428513,8.6266E+14
862720037104478,8.6272E+14
862732033835054,8.62732E+14
862732036948557,8.62732E+14
862732039636415,8.62732E+14
862758031071137,8.62758E+14
862783034422590,8.62783E+14
862813032290432,8.62813E+14
862814035175513,8.62814E+14
862814035659714,8.62814E+14
862823036463471,8.62823E+14
862829032010372,8.62829E+14
862829036173572,8.62829E+14
862860032113445,8.6286E+14
862888037762619,8.62888E+14
862915034424081,8.62915E+14
862941032714190,8.62941E+14
868588021111385,8.68588E+14
A10000524E4C48,NULL
352566070551290,3.52566E+14
354332071657398,3.54332E+14
354765081593303,3.54765E+14
355457083661382,3.55457E+14
355504071012878,3.55504E+14
355868053754124,3.55868E+14
356001073746248,3.56001E+14
357008080277504,3.57008E+14
358522080675755,3.58522E+14
860264038447653,8.60264E+14
860265039015647,8.60265E+14
860735031548787,8.60735E+14
860749037826691,8.60749E+14
860750037155438,8.6075E+14
860750037465399,8.6075E+14
860778032880858,8.60778E+14
860929030107717,8.60929E+14
860930030684739,8.6093E+14
861258034573479,8.61258E+14
861262035863673,8.61262E+14
861404030881272,8.61404E+14
861404031805635,8.61404E+14
861404036161695,8.61404E+14
861443031130859,8.61443E+14
861463033777416,8.61463E+14
861467035823052,8.61467E+14
861488039316711,8.61488E+14
861543037119390,8.61543E+14
861599031296931,8.61599E+14
861599033373852,8.61599E+14
861599034685536,8.61599E+14
861602038093853,8.61602E+14
861730038729273,8.6173E+14
861751038184293,8.61751E+14
862083038357490,8.62083E+14
862096033760237,8.62096E+14
862206032245631,8.62206E+14
862215033403610,8.62215E+14
862217031429753,8.62217E+14
862217032113653,8.62217E+14
862217032131473,8.62217E+14
862231031306432,8.62231E+14
862363030010978,8.62363E+14
862387037009436,8.62387E+14
862466031092018,8.62466E+14
862466031388713,8.62466E+14
862468031685759,8.62468E+14
862471037673738,8.62471E+14
862521035812751,8.62521E+14
862526034000118,8.62526E+14
862526034049115,8.62526E+14
862547030952342,8.62547E+14
862609030607472,8.62609E+14
862609036382955,8.62609E+14
862641030615734,8.62641E+14
862732031800019,8.62732E+14
862732036053713,8.62732E+14
862743031125521,8.62743E+14
862743031137393,8.62743E+14
862758038709580,8.62758E+14
862786037685741,8.62786E+14
862787031375735,8.62787E+14
862790035429425,8.6279E+14
862820033706597,8.6282E+14
862820036331518,8.6282E+14
868980026308068,8.6898E+14
A000005F4927E5,NULL
A100004EAC0B74,NULL
351702079980666,3.51702E+14
352709082585720,3.52709E+14
352834070567223,3.52834E+14
353116061819964,3.53116E+14
35391007072682,3.5391E+13
353925061100468,3.53925E+14
355009073384721,3.55009E+14
355309074141876,3.55309E+14
357008084357526,3.57008E+14
357755071667628,3.57755E+14
358351084285100,3.58351E+14
358520080804185,3.5852E+14
358811070594534,3.58811E+14
358811073639898,3.58811E+14
359786058849481,3.59786E+14
860286032929741,8.60286E+14
860718033488830,8.60718E+14
860718037600935,8.60718E+14
860832031399582,8.60832E+14
860864031271719,8.60864E+14
861005039558892,8.61005E+14
861042037286499,8.61042E+14
861079034554917,8.61079E+14
861134035487995,8.61134E+14
861404035818931,8.61404E+14
861406033545093,8.61406E+14
861406035188058,8.61406E+14
861443033455999,8.61443E+14
861463032625533,8.61463E+14
861463039803778,8.61463E+14
861468038883226,8.61468E+14
861504031774515,8.61504E+14
861504033734715,8.61504E+14
861504033827550,8.61504E+14
861504035676831,8.61504E+14
861504038440938,8.61504E+14
861530032953741,8.6153E+14
861579034392309,8.61579E+14
861599030769136,8.61599E+14
861599038212618,8.61599E+14
861602035542993,8.61602E+14
861617035924942,8.61617E+14
861730039003454,8.6173E+14
861795034581390,8.61795E+14
861916030813096,8.61916E+14
861916039851196,8.61916E+14
862017035780510,8.62017E+14
862017036075332,8.62017E+14
862021031710190,8.62021E+14
862022031841514,8.62022E+14
862096034608179,8.62096E+14
862097030627973,8.62097E+14
862263038364312,8.62263E+14
862379033398525,8.62379E+14
862470038564730,8.6247E+14
862471033906413,8.62471E+14
862490039809090,8.6249E+14
862603038427017,8.62603E+14
862604033222379,8.62604E+14
862636034217339,8.62636E+14
862636039436157,8.62636E+14
862728031294393,8.62728E+14
862787038182456,8.62787E+14
862820038562490,8.6282E+14
862950031909438,8.6295E+14
862950032524335,8.6295E+14
862955032221543,8.62955E+14
A0000060AD97F7,NULL
353771070929962,3.53771E+14
354765085418044,3.54765E+14
356001072933540,3.56001E+14
356359080495229,3.56359E+14
357755071507428,3.57755E+14
357755071649980,3.57755E+14
358811078515077,3.58811E+14
358962070044903,3.58962E+14
359441052143784,3.59441E+14
860266038250581,8.60266E+14
860267031749173,8.60267E+14
860582033526282,8.60582E+14
860708035132551,8.60708E+14
860778032318818,8.60778E+14
860871034745797,8.60871E+14
860947034337916,8.60947E+14
860962032502551,8.60962E+14
861259037676871,8.61259E+14
861331032689884,8.61331E+14
861443037175650,8.61443E+14
861443037776077,8.61443E+14
861464036042154,8.61464E+14
861504035554053,8.61504E+14
862002037265702,8.62002E+14
862002039523785,8.62002E+14
862018036700739,8.62018E+14
862023039081798,8.62023E+14
862096033905030,8.62096E+14
862183038939055,8.62183E+14
862224030490752,8.62224E+14
862391037778636,8.62391E+14
862468032869675,8.62468E+14
862490032693509,8.6249E+14
862537036819132,8.62537E+14
862565038323852,8.62565E+14
862604036437834,8.62604E+14
862609037264434,8.62609E+14
862636039363591,8.62636E+14
862638035791387,8.62638E+14
862689039482614,8.62689E+14
862719034951717,8.62719E+14
862770038764390,8.6277E+14
862787036343472,8.62787E+14
862788032996503,8.62788E+14
862812030639871,8.62812E+14
862820037600101,8.6282E+14
862829031575938,8.62829E+14
862859038172629,8.62859E+14
862918032439085,8.62918E+14
862918032953291,8.62918E+14
862941036553990,8.62941E+14
862950039841096,8.6295E+14
A10000542663F2,NULL
352709080002900,3.52709E+14
353460084019198,3.5346E+14
355309073294023,3.55309E+14
355905073178668,3.55905E+14
358209080085900,3.58209E+14
358686070754860,3.58686E+14
860268037472653,8.60268E+14
860341030290669,8.60341E+14
860736033851146,8.60736E+14
861065034191982,8.61065E+14
861075035159706,NULL
861079031146410,8.61079E+14
861258038421832,8.61258E+14
861259032606634,8.61259E+14
861259036722619,8.61259E+14
861331032083229,8.61331E+14
861443037614914,8.61443E+14
861487038065287,8.61487E+14
861599039331235,8.61599E+14
861613036158580,8.61613E+14
861626037571353,8.61626E+14
861749032206427,8.61749E+14
861776031437950,NULL
861874031098219,8.61874E+14
861874033195732,8.61874E+14
861913030143970,8.61913E+14
861918034824665,8.61918E+14
861988034674865,8.61988E+14
862022032333131,8.62022E+14
862097030302155,8.62097E+14
862179031243339,8.62179E+14
862230039027537,8.6223E+14
862230039370176,8.6223E+14
862231034480655,8.62231E+14
862381030193610,8.62381E+14
862458033096634,8.62458E+14
862467030210411,8.62467E+14
862467030949430,8.62467E+14
862468030828574,8.62468E+14
862535034119604,8.62535E+14
862719036917435,8.62719E+14
862734039805321,8.62734E+14
862758034179887,8.62758E+14
862783031442757,8.62783E+14
862784030247817,8.62784E+14
862812030991132,8.62812E+14
862812034568134,8.62812E+14
862828031277313,8.62828E+14
862828038817475,8.62828E+14
862855036489973,8.62855E+14
862886032177270,8.62886E+14
862891032395344,8.62891E+14
862941039089620,8.62941E+14
865586029992916,8.65586E+14
353114081175210,3.53114E+14
353114084059270,3.53114E+14
354732082395625,3.54732E+14
355905073192636,3.55905E+14
357092068221726,3.57092E+14
358182061424929,3.58182E+14
358518080534224,3.58518E+14
860075033176158,8.60075E+14
860209038814238,8.60209E+14
860210039780121,8.6021E+14
860286032865259,8.60286E+14
860439033896159,8.60439E+14
860485036611673,8.60485E+14
860662037195779,8.60662E+14
860737032366052,8.60737E+14
860901030233827,8.60901E+14
860966031666689,8.60966E+14
861259038121273,8.61259E+14
861271037306839,8.61271E+14
861309033454433,8.61309E+14
861316035320488,8.61316E+14
861331031509273,8.61331E+14
861353031815716,8.61353E+14
861413030340049,8.61413E+14
861467032822982,NULL
861600038647975,8.616E+14
861615032813860,8.61615E+14
861730035787357,8.6173E+14
861735037345864,8.61735E+14
861744032256910,8.61744E+14
861744034010695,8.61744E+14
861761031748903,8.61761E+14
861761032662574,8.61761E+14
862025038311456,8.62025E+14
862031038077816,8.62031E+14
862128033736261,8.62128E+14
862209039813773,8.62209E+14
862231031300757,8.62231E+14
862263034293655,8.62263E+14
862263039968558,8.62263E+14
862458035436077,8.62458E+14
862468037428055,8.62468E+14
862468039962119,8.62468E+14
862660035241353,8.6266E+14
862660036594735,8.6266E+14
862758030719066,8.62758E+14
862783035464435,8.62783E+14
862784030042671,8.62784E+14
862813035440950,8.62813E+14
862819034775932,8.62819E+14
862844036809604,8.62844E+14
862855035218597,8.62855E+14
353114081163133,3.53114E+14
354765083589374,3.54765E+14
355905073350127,3.55905E+14
356156074153933,3.56156E+14
357498080336618,3.57498E+14
359583071562559,3.59583E+14
359786055182167,3.59786E+14
861008033881450,8.61008E+14
861076034454700,8.61076E+14
861258034785974,8.61258E+14
861262037275819,8.61262E+14
861353030161633,8.61353E+14
861463035945557,8.61463E+14
861519032521657,8.61519E+14
861837036217175,8.61837E+14
861916030690114,8.61916E+14
862017035581777,8.62017E+14
862021031015277,8.62021E+14
862021034090673,8.62021E+14
862119037948689,8.62119E+14
862155033947101,8.62155E+14
862263032266414,8.62263E+14
862458037456313,8.62458E+14
862468039944471,8.62468E+14
862526036613850,8.62526E+14
862636033180876,8.62636E+14
862681035901804,8.62681E+14
862700039367802,8.627E+14
862732035668636,8.62732E+14
862743030670162,8.62743E+14
862758039015250,8.62758E+14
862770033295366,8.6277E+14
862784036553077,8.62784E+14
862786034087990,8.62786E+14
862790035431652,8.6279E+14
862805030126956,8.62805E+14
862805031728966,8.62805E+14
862820035027828,8.6282E+14
862823030248241,8.62823E+14
99000855825541,NULL
354765081396731,3.54765E+14
354765081973208,3.54765E+14
355309070617457,3.55309E+14
356001074459882,3.56001E+14
356725070982758,3.56725E+14
358695073105459,3.58695E+14
359942073791261,3.59942E+14
359950062066850,3.5995E+14
860270035916186,8.6027E+14
860718035674502,8.60718E+14
860750031620536,8.6075E+14
860750039277875,8.6075E+14
861206033598773,8.61206E+14
861405036769494,8.61405E+14
861406032671189,8.61406E+14
861463034079416,8.61463E+14
861504038767157,8.61504E+14
861599038368873,8.61599E+14
861730031332513,8.6173E+14
861730034341057,8.6173E+14
861730039454954,8.6173E+14
861742030845437,8.61742E+14
861751036714760,8.61751E+14
861916030600592,8.61916E+14
861957033467043,8.61957E+14
861957036801693,8.61957E+14
862017031030993,8.62017E+14
862017031183453,8.62017E+14
862017035765495,8.62017E+14
862021034045511,8.62021E+14
862022034984758,8.62022E+14
862022037165538,8.62022E+14
862083039113611,8.62083E+14
862096032490117,8.62096E+14
862096035093256,8.62096E+14
862097034990674,8.62097E+14
862097036590654,8.62097E+14
862217036700596,8.62217E+14
862538035632278,8.62538E+14
862559034946683,8.62559E+14
862609031831717,8.62609E+14
862634031310298,8.62634E+14
862759037994793,8.62759E+14
862814031061295,8.62814E+14
862819039130174,8.62819E+14
862820031413477,8.6282E+14
862918036136216,8.62918E+14
862922034299000,8.62922E+14
862950032912258,8.6295E+14
862950037872119,8.6295E+14
A1000050B7847C,NULL
352575074096699,3.52575E+14
352709082395286,3.52709E+14
35391007110289,3.5391E+13
35391007384970,3.5391E+13
354039071863310,3.54039E+14
355457080337085,3.55457E+14
355457084929101,3.55457E+14
355848065269725,3.55848E+14
356725070861861,3.56725E+14
358584055597034,3.58584E+14
358811077170197,3.58811E+14
359543051432843,3.59543E+14
359583071994075,3.59583E+14
359583073157333,3.59583E+14
359596063707917,3.59596E+14
860734035635450,8.60734E+14
860983032061760,8.60983E+14
860988033770442,8.60988E+14
860988036237654,8.60988E+14
861079031775119,8.61079E+14
861258031155833,8.61258E+14
861259033895673,8.61259E+14
861404031000013,8.61404E+14
861404035433475,8.61404E+14
861463033517150,8.61463E+14
861504037951398,8.61504E+14
861599034834456,8.61599E+14
861602034490772,8.61602E+14
861602036975150,8.61602E+14
861602039653358,8.61602E+14
861603036285665,8.61603E+14
861617031404501,8.61617E+14
861722030177627,8.61722E+14
862017039567236,8.62017E+14
862022037201358,8.62022E+14
862096038857210,8.62096E+14
862096039793612,8.62096E+14
862097033490239,8.62097E+14
862183032610892,8.62183E+14
862266033292925,8.62266E+14
862351037633231,8.62351E+14
862521035324435,8.62521E+14
862548031404846,8.62548E+14
862603034365070,8.62603E+14
862603035836210,8.62603E+14
862630039346045,8.6263E+14
862784037213093,8.62784E+14
862820039456213,8.6282E+14
862885031078414,NULL
862917037927110,8.62917E+14
862946031743835,8.62946E+14
867550039276148,NULL
352324075056752,3.52324E+14
352531082157668,3.52531E+14
352562070405173,3.52562E+14
352562079310739,3.52562E+14
352709081458846,3.52709E+14
352709081770083,3.52709E+14
353952072472959,3.53952E+14
354730080381365,3.5473E+14
354734081412765,3.54734E+14
355309076462361,3.55309E+14
357523059149153,3.57523E+14
357555058410491,3.57555E+14
359850053189903,3.5985E+14
860267034251615,8.60267E+14
860267035451685,8.60267E+14
860562030591182,8.60562E+14
860708038408594,8.60708E+14
860778036089811,8.60778E+14
860778036379675,8.60778E+14
861065032642739,8.61065E+14
861079036759894,8.61079E+14
861084034988115,8.61084E+14
861141032534828,8.61141E+14
861206032630049,8.61206E+14
861258036949735,8.61258E+14
861259034361675,8.61259E+14
861259037683059,8.61259E+14
861305033756801,8.61305E+14
861443034983494,8.61443E+14
861464031322239,8.61464E+14
861504036059094,8.61504E+14
861543035692695,8.61543E+14
861608034292001,8.61608E+14
861743033448997,8.61743E+14
861744030005855,8.61744E+14
861744030559158,8.61744E+14
861744031535199,8.61744E+14
861749034277798,8.61749E+14
862017036058130,8.62017E+14
862022039323457,8.62022E+14
862097038459254,8.62097E+14
862119035843031,8.62119E+14
862209031597077,8.62209E+14
862217039823171,8.62217E+14
862219032801675,8.62219E+14
862258034666868,8.62258E+14
862467031441932,8.62467E+14
862467033381276,8.62467E+14
862604036307375,8.62604E+14
862746032032265,8.62746E+14
862787034853050,8.62787E+14
862828037477578,8.62828E+14
864022034372234,8.64022E+14
864096038763390,8.64096E+14
A100004019BFF8,NULL
352425060710723,3.52425E+14
352562077414368,3.52562E+14
353460082218537,3.5346E+14
35460207392244,3.54602E+13
354730086064296,3.5473E+14
354765082404021,3.54765E+14
35560207070341,NULL
357556060501079,3.57556E+14
357556063065080,3.57556E+14
357612082602393,3.57612E+14
357755072654328,3.57755E+14
359950063604139,3.5995E+14
860273030613477,8.60273E+14
860286035868979,8.60286E+14
860514031726572,8.60514E+14
861079031300298,8.61079E+14
861079033269210,8.61079E+14
861240030489918,8.6124E+14
861259033104159,8.61259E+14
861413033850762,8.61413E+14
861413035045205,8.61413E+14
861443033303256,8.61443E+14
861543032687136,8.61543E+14
861600032355419,8.616E+14
861615035022923,8.61615E+14
861744038797636,8.61744E+14
861745039661937,8.61745E+14
861749032416646,8.61749E+14
861874039767955,8.61874E+14
862022039122370,8.62022E+14
862033038652010,8.62033E+14
862097036621012,8.62097E+14
862231039290455,8.62231E+14
862458038663677,8.62458E+14
862468034892535,8.62468E+14
862504032165506,8.62504E+14
862659036485647,8.62659E+14
862784038155756,8.62784E+14
862813032765615,8.62813E+14
862820032075754,8.6282E+14
862829031780595,8.62829E+14
862860035381445,8.6286E+14
862941034329682,8.62941E+14
352189073186715,3.52189E+14
353114081327910,3.53114E+14
353460085327251,3.5346E+14
353952070907428,3.53952E+14
354332071696917,3.54332E+14
354765083989988,3.54765E+14
354783060969899,3.54783E+14
355503071135408,3.55503E+14
355905071897236,3.55905E+14
355905073999204,3.55905E+14
358108067638113,3.58108E+14
358108069921350,3.58108E+14
860268035223793,8.60268E+14
860273035498270,8.60273E+14
860736032113431,8.60736E+14
860749037888774,8.60749E+14
860954035376554,8.60954E+14
860996030273740,8.60996E+14
861069036704941,8.61069E+14
861259036043016,8.61259E+14
861305033103285,8.61305E+14
861309033348130,8.61309E+14
861467033902957,8.61467E+14
861487039643074,8.61487E+14
861519035987509,8.61519E+14
861533038867741,8.61533E+14
861543035129151,8.61543E+14
861600033271896,8.616E+14
861600037376931,8.616E+14
861735032282625,8.61735E+14
861744030823174,8.61744E+14
861744038146396,8.61744E+14
861744038289055,8.61744E+14
861874038991895,8.61874E+14
861939032813104,8.61939E+14
862124031866887,8.62124E+14
862263032094618,8.62263E+14
862263037671618,8.62263E+14
862263038375797,8.62263E+14
862452035155035,8.62452E+14
862458039634255,8.62458E+14
862468039490830,8.62468E+14
862526031731772,8.62526E+14
862526035594812,8.62526E+14
862531039150751,8.62531E+14
862609037796856,8.62609E+14
862634033170575,8.62634E+14
862660038897193,8.6266E+14
862731035169991,8.62731E+14
862732033336996,8.62732E+14
862732036579576,8.62732E+14
862759035386653,8.62759E+14
862784036082796,8.62784E+14
862787037304333,8.62787E+14
862812032474731,8.62812E+14
862820032692954,8.6282E+14
862844036051421,8.62844E+14
862885036433341,8.62885E+14
862904035544071,8.62904E+14
862915032853240,8.62915E+14
862941037343284,8.62941E+14
A10000525D45B9,NULL
351958080116860,3.51958E+14
352430073159199,3.5243E+14
352571071603629,3.52571E+14
354332071785199,3.54332E+14
354734081666857,3.54734E+14
354765080319619,3.54765E+14
354765085732675,3.54765E+14
354782063027820,3.54782E+14
354782063129188,3.54782E+14
355457082580492,3.55457E+14
357216072597009,3.57216E+14
358211070131207,3.58211E+14
860286033393673,8.60286E+14
860596039942756,8.60596E+14
860749037686012,8.60749E+14
861262030916179,8.61262E+14
861262031627692,8.61262E+14
861262036385197,8.61262E+14
861406030766569,8.61406E+14
861406032565209,8.61406E+14
861414033906703,8.61414E+14
861443031089758,8.61443E+14
861467038805254,8.61467E+14
861504036698917,8.61504E+14
861600034210794,8.616E+14
861647038957300,8.61647E+14
861730030950711,8.6173E+14
861730038765012,8.6173E+14
861836035303531,8.61836E+14
861837031402525,8.61837E+14
861865030159432,8.61865E+14
861874031204650,8.61874E+14
861916034647516,8.61916E+14
862020037817520,8.6202E+14
862021031398053,8.62021E+14
862021036856550,8.62021E+14
862263033162810,8.62263E+14
862268037401833,8.62268E+14
862387038970222,8.62387E+14
862393030142398,8.62393E+14
862458033209096,8.62458E+14
862458036900451,8.62458E+14
862470030914917,8.6247E+14
862471031092752,8.62471E+14
862526036328574,8.62526E+14
862526037513810,8.62526E+14
862591035858757,8.62591E+14
862609031598712,8.62609E+14
862635038993614,8.62635E+14
862743030779302,8.62743E+14
862786034894783,8.62786E+14
862917031339643,8.62917E+14
862941031686829,8.62941E+14
862949031684173,8.62949E+14
867601024656552,8.67601E+14
A000006015A4F3,NULL
351952083839123,3.51952E+14
354734081956928,3.54734E+14
356156074414723,3.56156E+14
357007081016820,3.57007E+14
357555058136724,3.57555E+14
358811072391079,3.58811E+14
359583070959962,3.59583E+14
359583075088924,3.59583E+14
359771080309985,3.59771E+14
860209032097756,8.60209E+14
860270033937325,8.6027E+14
860778031776479,8.60778E+14
861258030494738,8.61258E+14
861262031339116,8.61262E+14
861405037451662,8.61405E+14
861463037176714,8.61463E+14
861468034673084,8.61468E+14
861602030627179,8.61602E+14
861720034351800,8.6172E+14
861742032285376,8.61742E+14
861916036389059,8.61916E+14
861957036904497,8.61957E+14
862022031771018,8.62022E+14
862022032683790,8.62022E+14
862266039997766,8.62266E+14
862363034010909,8.62363E+14
862393039938614,8.62393E+14
862471031971054,8.62471E+14
862526034208174,8.62526E+14
862603039059652,8.62603E+14
862636036128559,8.62636E+14
862668031142863,8.62668E+14
862787039077697,8.62787E+14
862819037237138,8.62819E+14
862820033299114,8.6282E+14
869818025297834,8.69818E+14
352562072498747,3.52562E+14
352562079651538,3.52562E+14
352631081947190,3.52631E+14
352708060542919,3.52708E+14
353384071972823,3.53384E+14
354734082501616,3.54734E+14
355167080694977,3.55167E+14
358811075453579,3.58811E+14
358811079258776,3.58811E+14
359596063476596,3.59596E+14
359942074508177,3.59942E+14
860576034010254,8.60576E+14
860799030420869,8.60799E+14
860864033931518,8.60864E+14
860904033664899,8.60904E+14
860983031967645,8.60983E+14
860983038608796,8.60983E+14
860996030090755,NULL
861005031346882,8.61005E+14
861062032082511,8.61062E+14
861079031091673,8.61079E+14
861404039732336,8.61404E+14
861463037217773,8.61463E+14
861504031772014,8.61504E+14
861599030406572,8.61599E+14
861603030560980,8.61603E+14
861615038565829,8.61615E+14
861732035583497,8.61732E+14
861916037116295,8.61916E+14
862017039799334,8.62017E+14
862022032739311,8.62022E+14
862022034287335,8.62022E+14
862033030816423,8.62033E+14
862056030157738,8.62056E+14
862183035901793,8.62183E+14
862217039161432,8.62217E+14
862244034522616,8.62244E+14
862245031383019,8.62245E+14
862341036428345,8.62341E+14
862391033680828,8.62391E+14
862467030990632,8.62467E+14
862467037743158,8.62467E+14
862545030518824,8.62545E+14
862585031924084,8.62585E+14
862591034457395,8.62591E+14
862668039351839,8.62668E+14
862745035276150,8.62745E+14
862783030867418,8.62783E+14
862787033090431,8.62787E+14
862841039132323,8.62841E+14
862946035061218,8.62946E+14
862950031808531,8.6295E+14
862950033823934,8.6295E+14
864239035021855,8.64239E+14
867876028739105,8.67876E+14
A100004EACDC85,NULL
351956084435708,3.51956E+14
352562078714774,3.52562E+14
353460080182156,3.5346E+14
353460084329753,3.5346E+14
353460084931178,3.5346E+14
357008082274046,3.57008E+14
357755073135913,3.57755E+14
358811077704656,3.58811E+14
359712061008253,3.59712E+14
